MOVIES,GENRE
Caïd,"Action, Crime, Drama"
Patriot Act with Hasan Minhaj,"Comedy, News, Talk-Show"
"Haideu, Jikil, Na","Comedy, Drama, Romance"
Uppena,"Action, Drama, Romance"
Duck Duck Goose,"Animation, Adventure, Comedy"
Code 8: Part II,"Action, Crime, Drama"
Loev,"Drama, Romance"
Hollywood Darlings,Comedy
The Stranded,"Adventure, Drama, Mystery"
Cloudy with a Chance of Meatballs,"Animation, Comedy, Family"
All the Queen's Men,"Action, Comedy, Drama"
Been So Long,"Drama, Musical, Romance"
Eung-dab-ha-ra 1997,"Comedy, Drama, Romance"
Winter on Fire: Ukraine's Fight for Freedom,Documentary
Dating Around,"Reality-TV, Romance"
Le manoir,"Comedy, Horror"
Scare Tactics,"Comedy, Horror, Reality-TV"
The Woman in the House,"Comedy, Drama, Mystery"
Ali's Wedding,"Comedy, Drama, Romance"
The Magician's Elephant,"Animation, Adventure, Comedy"
Aci Kiraz,Drama
"What Happened, Miss Simone?","Documentary, Biography, Music"
A Secret Love,"Documentary, Drama"
The Fisherman's Diary,Drama
Cabras da Peste,"Action, Comedy, Crime"
The Confession Tapes,"Documentary, Crime"
Any Day Now,Drama
Hijacked,"Action, Crime, Thriller"
How to Fix a Drug Scandal,"Documentary, Crime"
O Escolhido,"Mystery, Thriller"
Into the Beat - Dein Herz tanzt,"Drama, Music, Romance"
Labrador,Drama
Force 2,"Action, Adventure, Thriller"
Room 2806: The Accusation,"Documentary, Crime"
Smosh: The Movie,"Adventure, Comedy, Fantasy"
Rabbids Invasion,"Animation, Comedy, Family"
Inside Bill's Brain: Decoding Bill Gates,Documentary
Barbie & Chelsea the Lost Birthday,"Animation, Adventure, Family"
Laibeu,"Comedy, Crime, Drama"
Quarantine Tales,"Drama, Thriller"
Hard Breakers,Comedy
Cities of Last Things,"Crime, Drama, Sci-Fi"
1898. Los últimos de Filipinas,"Drama, History, War"
How Many Kilograms are the Dumbbells You Lift?,"Animation, Comedy, Sport"
Chaman Bahaar,"Comedy, Drama"
X: Past Is Present,"Drama, Mystery, Romance"
Lured,"Crime, Film-Noir, Mystery"
"Boo, Bitch",Comedy
Human Resources,"Animation, Comedy, Romance"
Johan Falk: Kodnamn: Lisa,"Action, Crime, Thriller"
Rock My Heart,Drama
Let's Eat,"Comedy, Romance"
Go! Go! Cory Carson,"Animation, Family"
El incidente,"Horror, Sci-Fi, Thriller"
Trollhunters: Happy Birthday to You!,"Animation, Short"
Five Minarets in New York,Action
Prince of Peoria,"Comedy, Family"
Himlen är oskyldigt blå,Drama
Alles ist gut,Drama
Half Bad,"Adventure, Drama, Fantasy"
Pyaar Ka Punchnama 2,"Comedy, Drama, Romance"
Nachthelle,"Drama, Mystery"
Hayop Ka!,"Animation, Comedy, Romance"
F.R.E.D.I.,"Adventure, Family, Sci-Fi"
Oorlogswinter,"Drama, History, War"
Ri-eol,Action
Sidonia no Kishi,"Animation, Action, Adventure"
M'entends-tu?,"Comedy, Drama"
"1,000,000 yen no Onnatachi","Comedy, Drama, Mystery"
El Hijo,"Drama, Mystery, Thriller"
Single All the Way,"Comedy, Drama, Romance"
BRZRKR,"Action, Adventure, Drama"
Kaze ga tsuyoku fuiteiru,"Animation, Comedy, Sport"
Les de l'hoquei,"Drama, Sport"
John Henry and the Statesmen,"Adventure, Drama, Family"
Rurôni Kenshin: Seisô hen,"Animation, Adventure, Drama"
The Boulet Brothers' DRAGULA: Search for the World's First Drag Supermonster,"Game-Show, Horror, Reality-TV"
Kono Oto Tomare!,"Animation, Drama, Music"
Pretty Smart,Comedy
Strange Weather,Drama
Heart of Stone,"Action, Crime, Thriller"
The Homeless World Cup,"Drama, Sport"
Sword Gai: The Animation,"Animation, Action, Fantasy"
Rising Phoenix,"Documentary, Sport"
Ava's Possessions,"Comedy, Horror, Mystery"
Chopsticks,"Comedy, Drama"
The House Next Door,Horror
Take the 10,Comedy
"Ariana Grande: Excuse Me, I Love You","Documentary, Music"
Home: Adventures with Tip & Oh,"Animation, Short, Adventure"
Afterlife of the Party,Comedy
Kami-tachi ni Hirowareta Otoko,"Animation, Adventure, Fantasy"
Gaya sa pelikula,Romance
Hangman,"Horror, Thriller"
Samurai Rabbit: The Usagi Chronicles,"Animation, Action, Adventure"
Sugar Rush,Game-Show
Pai em Dobro,"Comedy, Drama, Family"
Chip and Potato,Animation
Paskal: The Movie,"Action, Drama"
Drug Lords,Documentary
Conspiracy of Silence,"Crime, Drama, Thriller"
Lego Jurassic World: Legend of Isla Nublar,"Animation, Adventure, Comedy"
Under Suspicion: Uncovering the Wesphael Case,"Documentary, Crime"
Circus of Books,"Documentary, Biography, History"
Deuces,"Action, Crime, Drama"
James Acaster: Repertoire,Comedy
Superlópez,"Action, Comedy, Sci-Fi"
Virunga,"Documentary, War"
The Mudge Boy,"Crime, Drama, Romance"
Geunyeoneun Geojitmaleul Neomoo Saranghae,"Music, Romance"
Mysterious Island,"Adventure, Fantasy, Horror"
Siffredi Late Night - Hard Academy,Documentary
Dinotrux,"Animation, Short, Action"
Goedam,"Short, Horror, Mystery"
BigBug,"Adventure, Comedy, Fantasy"
It's Bruno!,Comedy
Criminal: Spain,"Crime, Drama, Mystery"
Wedding Season,"Comedy, Romance"
Bread Barbershop,Animation
The 39 Steps,"Drama, Thriller"
Dirty John: The Dirty Truth,"Documentary, Crime"
"Crack: Cocaine, Corruption & Conspiracy","Documentary, Crime, History"
The Imperfects,"Adventure, Drama, Fantasy"
The House,"Animation, Comedy, Thriller"
Sparta,"Drama, Thriller"
Hate Story 3,"Drama, Thriller"
Otto no chinpo ga hairanai,"Drama, Romance"
The Last of Robin Hood,"Biography, Drama, Romance"
Iliza Shlesinger: War Paint,Comedy
Hannah Gadsby: Nanette,"Documentary, Comedy"
Son,"Adventure, Drama, Mystery"
Nooni Booshige,"Comedy, Drama, Fantasy"
The Oscars,Music
Bill Burr: Paper Tiger,Comedy
Yoake tsugeru Rû no uta,"Animation, Adventure, Comedy"
The Victims' Game,"Drama, Thriller"
King Jack,"Adventure, Drama"
Diecisiete,Drama
Gli infedeli,Comedy
Fed Up,Documentary
Untitled Kenya Barris/Jonah Hill Comedy Project,Comedy
Memorias de Idhún,"Animation, Action, Adventure"
"Te quiero, imbécil",Comedy
The Barkley Marathons: The Race That Eats Its Young,"Documentary, Adventure, History"
Irmandade,"Crime, Drama, Thriller"
Maeumui sori,Comedy
Ildan Ddeugeobge Chungsohara,"Comedy, Romance"
Tereddüt,Drama
El cuaderno de Sara,"Adventure, Drama, Mystery"
D.P.,"Action, Crime, Drama"
Six Windows in the Desert,"Short, Adventure, Comedy"
Whitney,"Documentary, Biography, Drama"
Gaga: Five Foot Two,"Documentary, Music"
Hellions,"Drama, Horror, Thriller"
Santana,"Action, Crime, Drama"
Happy Old Year,"Drama, Romance"
A New York Christmas Wedding,"Drama, Romance"
Teenage Cocktail,"Drama, Thriller"
Forbidden Ground,"Action, Drama, War"
Ruby the Hero Dog,Drama
Miss India,Drama
Modooui Geojitmal,"Drama, Mystery, Thriller"
Chupa,"Adventure, Drama, Fantasy"
Gamers!,"Animation, Comedy, Romance"
Losers,"Documentary, Sport"
Under solen,"Drama, Romance"
Tiger & Bunny,"Animation, Action, Adventure"
Stranded in Paradise,"Comedy, Romance"
Ahiru no Sora,"Animation, Sport"
The Secret Diary of an Exchange Student,"Comedy, Romance"
Harvey Street Kids,"Animation, Short, Adventure"
Gigantosaurus,Animation
Laipeu,"Drama, Thriller"
QB1: Beyond the Lights,"Documentary, Sport"
Damsels in Distress,"Comedy, Drama, Romance"
Jiva!,Drama
RuPaul's Secret Celebrity Drag Race,Reality-TV
The Holiday Calendar,"Drama, Fantasy, Romance"
Gojira: hoshi wo kû mono,"Animation, Action, Adventure"
Back Street Girls,"Animation, Comedy"
Kings of Jo'burg,"Crime, Thriller"
Tomorrow Is Forever,"Drama, Romance, War"
Rhythm + Flow,"Music, Reality-TV"
Otwórz oczy,"Drama, Mystery, Thriller"
Connected: The Hidden Science of Everything,"Documentary, Comedy"
¿A quién te llevarías a una isla desierta?,Drama
We Are the Champions,"Documentary, Game-Show"
Historia de un Crimen: La Busqueda,Crime
Hold Your Breath,"Horror, Thriller"
Song Exploder,"Documentary, Music"
Battle,"Drama, Music, Romance"
Gap tung kei hap,"Action, Comedy, History"
Booba,"Animation, Comedy, Family"
Rainbow High,Animation
Chris Rock: Tamborine,Comedy
Farewell Amor,"Drama, Music, Romance"
Preso No. 1,"Action, Crime, Drama"
Imperial Dreams,Drama
Pac-Man and the Ghostly Adventures,"Animation, Action, Comedy"
Edha,Drama
Madaari,"Adventure, Drama, Thriller"
Go Jetters,Animation
Plan de fuga,"Action, Adventure, Crime"
Taj Mahal 1989,"Comedy, Drama, Romance"
Audrie & Daisy,"Documentary, Crime"
The Playbook,"Documentary, Sport"
El Cuaderno de Tomy,Drama
Muscle Shoals,"Documentary, Biography, History"
Las tres muertes de Marisela Escobedo,"Documentary, Crime"
4 latas,"Comedy, Drama"
Angkeumhan Dolshingnyeo,"Comedy, Romance"
Jak zostac gwiazda,"Comedy, Music"
26 nyeon,"Drama, Thriller"
Silencer,"Action, Drama, Thriller"
Cougar Hunting,"Comedy, Romance"
Dream Home Makeover,Reality-TV
The Submarine Kid,"Drama, Romance"
Trotskiy,"Biography, Drama, History"
Kipper,"Animation, Short, Comedy"
The Carer,"Comedy, Drama"
Svinalängorna,Drama
Reipu zonbi: Lust of the dead,Horror
Crazy Delicious,"Documentary, Game-Show"
Seinto Seiya: Knights of the Zodiac,"Animation, Action, Adventure"
I'm Reed Fish,"Comedy, Drama, Romance"
Sisters on Track,"Documentary, Sport"
La vie scolaire,"Comedy, Drama"
Dead Places,"Adventure, Horror, Thriller"
Historical Roasts,Comedy
Dang Nan Ren Lian Ai Shi,"Drama, Romance"
H2O: Mermaid Adventures,"Animation, Adventure, Comedy"
Samurai Gourmet,"Adventure, Comedy"
June & Kopi,"Comedy, Drama, Family"
The Golem,"Drama, Horror"
CURS>R,"Horror, Thriller"
Dark Summer,"Horror, Thriller"
Her Infidelity,"Drama, Thriller"
Cannon Busters,"Animation, Fantasy"
The Hunting Ground,Documentary
I Am Here,"Drama, Thriller"
Travis Scott: Look Mom I Can Fly,"Documentary, Music"
Somm,Documentary
Howl,"Biography, Drama, Romance"
Kevin Hart: What Now?,"Documentary, Comedy"
Our Man from Jersey,
Brainchild,"Documentary, Family"
Bruna Surfistinha,"Biography, Drama"
Medicinen,"Comedy, Drama"
LoliRock,"Animation, Action, Comedy"
Freshman Year,Drama
Duisburg - Linea di sangue,"Crime, Drama"
Ladda Land,"Drama, Horror, Mystery"
Elvis Presley: The Searcher,"Documentary, Biography, Music"
"Bikram: Yogi, Guru, Predator","Documentary, Crime"
Canvas,"Animation, Short, Drama"
Llama Llama,"Animation, Adventure, Family"
Khaani,Romance
Miss Representation,Documentary
Exit West,"Drama, Sci-Fi"
Detention,"Drama, Horror, Mystery"
Norm Macdonald Has a Show,"Comedy, Talk-Show"
Uglies,"Action, Drama, Sci-Fi"
Kapi,"Comedy, Drama"
Lockwood,"Drama, Mystery, Thriller"
When My Love Blooms,"Drama, Romance"
Untitled Ersan Kuneri Project,Comedy
Mytho,Drama
Amar y Vivir,"Drama, Romance"
Heartbeats,"Comedy, Drama, Music"
Once Again,"Comedy, Drama, Romance"
Magic for Humans,"Comedy, Reality-TV"
Burning Sands,Drama
El-Kanz: El-Haqiqah wa el-Khayal 1,"Action, Adventure, Drama"
Mostly Sunny,Documentary
Dope,"Documentary, Crime"
Magi: Shindobaddo no bôken,"Animation, Action, Adventure"
Persona,Drama
Zumbo's Just Desserts,Reality-TV
Masameer: The Movie,Animation
Bad Boy Billionaires: India,"Documentary, Biography, Crime"
Organize Isler: Sazan Sarmali,Comedy
Daddy Issues,"Drama, Romance"
Hakgyo 2017,Drama
Tony Robbins: I Am Not Your Guru,Documentary
Courage & Stupidity,"Comedy, Fantasy"
Sarangui Ondo,"Comedy, Romance"
One of Our Dinosaurs Is Missing,"Family, Adventure, Comedy"
Lost & Found Music Studios,Family
Babies,Documentary
Bing-ui,"Comedy, Crime, Drama"
Bongwater,"Comedy, Drama, Romance"
Switched,"Drama, Sci-Fi"
Selection Day,Sport
The Mr. Peabody & Sherman Show,"Animation, Short, Adventure"
Rattlesnakes,Thriller
The Big Flower Fight,Reality-TV
Cooked with Cannabis,Reality-TV
Beef,"Comedy, Drama"
Amy Schumer: The Leather Special,Comedy
Our Godfather,Documentary
I [Heart] Arlo,"Animation, Short, Adventure"
Kaali Khuhi,"Drama, Horror, Mystery"
Zeit der Geheimnisse,Drama
Mighty Express,"Animation, Adventure, Comedy"
Aala Kaf Ifrit,"Crime, Drama, Thriller"
Turbo FAST,"Animation, Action, Comedy"
7 años,Drama
Running Wild,"Drama, Western"
Mohawk,"Action, Drama, History"
Where on Earth Is Carmen Sandiego?,"Animation, Action, Adventure"
Yeh Kaali Kaali Ankhein,"Action, Drama, Romance"
Wang Qiu Shao Nian,Sport
Historia de un Crimen: Colosio,"Crime, Drama, Thriller"
Pandemic: How to Prevent an Outbreak,Documentary
Interior. Leather Bar.,Drama
Fightworld,Documentary
Most Dangerous Game,Comedy
Untitled Arnold Schwarzenegger/Skydance Project,"Action, Adventure, Thriller"
Hundraettåringen som smet från notan och försvann,"Adventure, Comedy, Crime"
Kaamyaab,Drama
Shirkers,Documentary
The Journey Is the Destination,Drama
Limonata,"Comedy, Drama"
Littlest Pet Shop: A World of Our Own,"Animation, Comedy, Fantasy"
44 Gatti,"Animation, Adventure, Comedy"
Millennials,Drama
Angry Indian Goddesses,"Comedy, Drama"
Larva Island,"Animation, Adventure, Comedy"
That Girl in Yellow Boots,"Crime, Drama, Mystery"
46 Yok Olan,"Action, Crime, Drama"
The Three-Body Problem,"Adventure, Drama, Fantasy"
The Puffy Chair,"Comedy, Drama, Romance"
Word Party,"Animation, Family"
Byeonhyeokui Sarang,"Comedy, Romance"
Me Him Her,"Comedy, Romance"
Il Sindaco pescatore,Drama
Gojira: kessen kidô zôshoku toshi,"Animation, Action, Adventure"
Barbie Princess Adventure,"Animation, Family, Musical"
Dukhtar,"Drama, Thriller"
The Makeover,Comedy
Jonah: A VeggieTales Movie,"Animation, Adventure, Comedy"
Yucatán,"Adventure, Comedy"
Be Here Now,"Documentary, Biography, Drama"
Terrace House: Boys & Girls in the City,"Drama, Reality-TV"
The Legend of Cocaine Island,Documentary
Soni,"Crime, Drama"
Strong Island,"Documentary, Crime"
Chomyeone Saranghamnida,"Comedy, Romance"
My Dad the Bounty Hunter,"Animation, Action, Adventure"
Todas las pecas del mundo,"Comedy, Romance, Sport"
Erotica 2022,"Drama, Mystery, Romance"
Vinterviken,"Drama, Romance"
Yeopgijeogin Geunyeo,"Comedy, Romance"
Alles is zoals het zou moeten zijn,"Comedy, Drama"
Afflicted,"Documentary, Mystery, Reality-TV"
Ivy & Bean,"Action, Family"
Shingeki no Bahamut: Genesis,"Animation, Action, Fantasy"
Hai Sukoa Garu,"Animation, Comedy, Romance"
Back With the Ex,Reality-TV
Wilbur Wants to Kill Himself,"Comedy, Drama, Romance"
Puerta 7,"Crime, Drama, Thriller"
Juanita,Drama
El faro de las orcas,"Biography, Drama, Romance"
Coin Heist,"Crime, Drama, Romance"
Let's Dance,"Comedy, Drama, Family"
Unnatural Selection,Documentary
Chhota Bheem,"Animation, Action, Adventure"
The Trial,"Crime, Drama, Mystery"
Kevin Hart: Don't F**k This Up,Documentary
Grandmaster,"Action, Thriller"
The Watcher,"Horror, Thriller"
The Devil and Father Amorth,"Documentary, Horror"
Requiem for the American Dream,"Documentary, Biography, News"
Mutants,"Drama, Horror, Sci-Fi"
Hwanghooui Poomkyeok,Drama
Avicii: True Stories,"Documentary, Biography, Music"
I Hear You,"Comedy, Romance"
They'll Love Me When I'm Dead,Documentary
To Serve and Protect,Crime
A Jazzman's Blues,Drama
Sei mai stata sulla luna?,Comedy
The Forest of Love: Deep Cut,"Crime, Drama, Horror"
Zambezia,"Animation, Adventure, Comedy"
Bottom of the World,"Drama, Mystery, Thriller"
Particle Fever,Documentary
In Their Skin,"Horror, Thriller"
A Plastic Ocean,Documentary
Bake Squad,"Game-Show, Reality-TV"
Everything Will be Fine,"Comedy, Drama"
The Oscars,Music
Tom Segura: Ball Hog,Comedy
Milada,"Biography, Drama, History"
Modo Avião,"Comedy, Drama, Romance"
Interior Design Masters,Game-Show
Quantum Quest: A Cassini Space Odyssey,"Animation, Adventure, Sci-Fi"
Sarah & Duck,"Animation, Family"
Long Nights Short Mornings,"Drama, Romance"
Tiny Creatures,"Documentary, Short, Drama"
Òlòturé,"Crime, Drama"
Poliziotto sprint,"Action, Crime, Drama"
Fastest Car,"Documentary, Reality-TV"
Murder to Mercy: The Cyntoia Brown Story,Documentary
Oh Baby...,"Comedy, Drama, Fantasy"
All Hail King Julien: Exiled,"Animation, Short, Adventure"
The Keeper,"Action, Crime, Thriller"
The Secrets of Emily Blair,"Horror, Thriller"
Two Lovers and a Bear,"Adventure, Drama, Romance"
Upstate,Comedy
The Iliza Shlesinger Sketch Show,Comedy
Money,"Crime, Mystery, Thriller"
"Leal, solo hay una forma de vivir","Action, Crime, Drama"
Dancing Queen,"Music, Reality-TV"
Tactical Force,Action
Como caído del cielo,"Comedy, Drama, Musical"
Breathe,Drama
The Monkey King,"Animation, Action, Adventure"
Monkey Twins,"Action, Adventure, Crime"
Shu dan long wei,"Action, Comedy, Crime"
Dragons: Rescue Riders: Secrets of the Songwing,"Animation, Adventure, Comedy"
Intersections,"Action, Romance, Thriller"
Stalked by My Doctor: The Return,Thriller
In Our Mothers' Gardens,Documentary
Axone,"Comedy, Drama"
Fuego negro,"Action, Horror, Mystery"
Street Food: Asia,Documentary
Splatter,Horror
Untitled Justin Hartley/Netflix Project,"Drama, Romance"
DMT: The Spirit Molecule,Documentary
The Selection,"Drama, Fantasy, Romance"
Amazing Hotels: Life Beyond the Lobby,Documentary
Spy Kids: Mission Critical,"Animation, Action, Adventure"
Bojwagwan,Drama
Animales sin collar,Thriller
The Trader,"Documentary, Short"
First Ladies,Comedy
The Chosen,"Horror, Thriller"
Les Italiens,"Crime, Thriller"
Pek Yakinda,"Comedy, Drama, Romance"
Magic: The Gathering,"Animation, Action, Adventure"
Sufat Chol,Drama
The Big Family Cooking Showdown,Reality-TV
Restaurants on the Edge,Reality-TV
Octonauts: The Ring of Fire,Animation
Merry Kissmas,"Comedy, Drama, Romance"
No One Gets Out Alive,"Horror, Thriller"
Miseuti,"Drama, Mystery, Romance"
The Black Room,"Comedy, Horror"
Paranoid,"Crime, Horror, Thriller"
Chiisana eiyû: Kani to tamago to tômei ningen,"Animation, Adventure, Family"
Let's Be Evil,"Horror, Sci-Fi, Thriller"
WISH YOU: Your Melody from My Heart,Romance
Smile PreCure!,"Animation, Action, Adventure"
John Mulaney: Kid Gorgeous at Radio City,Comedy
Yeok-jeok: baek-seong-eul hom-chin do-jeok,Drama
Tales by Light,Documentary
One Night Stand,"Drama, Romance"
Mixtape,"Comedy, Romance"
Classmates Minus,"Comedy, Drama"
Twelve Forever,"Animation, Action, Adventure"
Ashley Garcia: Genius in Love,Comedy
"Coronavirus, Explained",Documentary
Bhaag Beanie Bhaag,Comedy
Triad Princess,"Adventure, Drama"
We Baby Bears,"Animation, Adventure, Comedy"
Navy Seals vs. Zombies,"Action, Horror"
The Curious Creations of Christine McConnell,"Comedy, Horror, Talk-Show"
Followers,"Drama, Romance"
Boi,"Mystery, Thriller"
Toro,"Action, Adventure, Crime"
The Legend of White Snake,"Drama, Fantasy"
Hwanggeumbit Nae Insaeng,"Drama, Romance"
"Fat, Sick & Nearly Dead",Documentary
Super Monsters,"Animation, Adventure, Comedy"
Liberi di scegliere,"Crime, Drama"
An Afternoon with SCTV,Talk-Show
The Weekend Away,Thriller
Beuramseureul Joahaseyo,"Drama, Music, Romance"
Transformers: Rescue Bots Academy,"Animation, Action, Adventure"
13 Reasons Why: Season 2 Date Announcement Commercial,"Short, Drama"
Atone,Action
Open Heart,"Drama, Mystery, Romance"
Garoojigi,"Comedy, Fantasy"
The Edge of Democracy,"Documentary, History"
Juman,"Drama, Romance"
You vs. Wild,"Adventure, Reality-TV"
Wat Is Dan Liefde,Comedy
Untitled Lindsay Lohan/Netflix Project,"Comedy, Romance"
2:22,"Crime, Drama, Thriller"
Spirit Riding Free: Riding Academy,"Animation, Action, Adventure"
Undefeated,"Documentary, Sport"
The King 2 Hearts,"Action, Drama, Romance"
Struggle: The Life and Lost Art of Szukalski,Documentary
Citation,"Drama, Thriller"
Papa Hemingway in Cuba,"Biography, Drama"
Yowamushi pedaru,"Animation, Comedy, Drama"
Wira,Action
Ethan Frome,"Drama, Romance"
Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Animation, Action, Comedy"
Wet Hot American Summer: First Day of Camp - Featurette,"Documentary, Short"
Rajma Chawal,"Comedy, Drama, Family"
Kabaneri of the Iron Fortress: Unato Decisive Battle,"Animation, Action, Adventure"
Nackt unter Wölfen,"Drama, History, War"
Fate/Extra Last Encore,"Animation, Action, Fantasy"
Doctor X ~ Gekai Daimon Michiko ~,"Comedy, Drama, Mystery"
Chelsea,"Comedy, Talk-Show"
Ahí te Encargo,"Comedy, Romance"
O Silêncio do Céu,"Drama, Thriller"
Xia Yi Zhan Shi Xing Fu,"Drama, Romance"
Johan Falk: Spelets regler,"Action, Crime, Thriller"
Pool Party,Comedy
Shûmatsu nani shitemasu ka? Isogashii desu ka? Sukutte moratte ii desu ka?,"Animation, Drama, Fantasy"
Shepherds and Butchers,Drama
Sound & Fury,"Animation, Short"
The Pill,"Comedy, Drama, Romance"
